"longitude","latitude","species","geometry","color"
145.53464,-38.36516,"Calidris ruficollis",c(145.53464, -38.36516),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
150.763,-34.9535,"Calidris ruficollis",c(150.763, -34.9535),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
143.593,-38.3093,"Calidris ruficollis",c(143.593, -38.3093),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.592,-37.9979,"Calidris ruficollis",c(144.592, -37.9979),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
138.0167,-34.2333,"Calidris ruficollis",c(138.0167, -34.2333),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
148.548,-37.8019,"Calidris ruficollis",c(148.548, -37.8019),"#2F6C99"
147.537,-42.7881,"Calidris ruficollis",c(147.537, -42.7881),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.51799,-38.08183,"Calidris ruficollis",c(144.51799, -38.08183),"#2F6C99"
144.392,-38.2346,"Calidris ruficollis",c(144.392, -38.2346),"#2F6C99"
145.776,-16.9183,"Calidris ruficollis",c(145.776, -16.9183),"#2F6C99"
151.18449,-33.94842,"Calidris ruficollis",c(151.18449, -33.94842),"#2F6C99"
153.181203,-27.44506,"Calidris ferruginea",c(153.181203, -27.44506),"#F39200"
153.181203,-27.44506,"Calidris ferruginea",c(153.181203, -27.44506),"#F39200"
153.181168,-27.445103,"Calidris ferruginea",c(153.181168, -27.445103),"#F39200"
144.508958,-38.046568,"Calidris ferruginea",c(144.508958, -38.046568),"#F39200"
153.168649,-27.407921,"Calidris ferruginea",c(153.168649, -27.407921),"#F39200"
144.523628,-38.043013,"Calidris ferruginea",c(144.523628, -38.043013),"#F39200"
144.529975,-38.0427,"Calidris ferruginea",c(144.529975, -38.0427),"#F39200"
144.507904,-38.044795,"Calidris ferruginea",c(144.507904, -38.044795),"#F39200"
153.099574,-27.341339,"Calidris ferruginea",c(153.099574, -27.341339),"#F39200"
139.165459,-35.694592,"Calidris ferruginea",c(139.165459, -35.694592),"#F39200"
144.569857,-37.997631,"Calidris ferruginea",c(144.569857, -37.997631),"#F39200"
144.61559,-37.997479,"Calidris ferruginea",c(144.61559, -37.997479),"#F39200"
151.790883,-32.882615,"Calidris ferruginea",c(151.790883, -32.882615),"#F39200"
144.524187,-38.042323,"Calidris ferruginea",c(144.524187, -38.042323),"#F39200"
144.581185,-38.009557,"Calidris ferruginea",c(144.581185, -38.009557),"#F39200"
144.581047,-38.009847,"Calidris ferruginea",c(144.581047, -38.009847),"#F39200"
144.511888,-38.043162,"Calidris ferruginea",c(144.511888, -38.043162),"#F39200"
144.51845,-38.045486,"Calidris ferruginea",c(144.51845, -38.045486),"#F39200"
144.628572,-37.986498,"Calidris ferruginea",c(144.628572, -37.986498),"#F39200"
153.584984,-28.877458,"Calidris ferruginea",c(153.584984, -28.877458),"#F39200"
153.584126,-28.878059,"Calidris ferruginea",c(153.584126, -28.878059),"#F39200"
153.584254,-28.877946,"Calidris ferruginea",c(153.584254, -28.877946),"#F39200"
153.584254,-28.877984,"Calidris ferruginea",c(153.584254, -28.877984),"#F39200"
153.586271,-28.876725,"Calidris ferruginea",c(153.586271, -28.876725),"#F39200"
144.506561,-38.04726,"Calidris ferruginea",c(144.506561, -38.04726),"#F39200"
138.163038,-34.269197,"Calidris ferruginea",c(138.163038, -34.269197),"#F39200"
147.378487,-42.307409,"Calidris ferruginea",c(147.378487, -42.307409),"#F39200"
147.375948,-42.31113,"Calidris ferruginea",c(147.375948, -42.31113),"#F39200"
144.57937,-38.008098,"Calidris ferruginea",c(144.57937, -38.008098),"#F39200"
144.57937,-38.008098,"Calidris ferruginea",c(144.57937, -38.008098),"#F39200"
144.57937,-38.008098,"Calidris ferruginea",c(144.57937, -38.008098),"#F39200"
144.565238,-38.025884,"Calidris ferruginea",c(144.565238, -38.025884),"#F39200"
144.565029,-38.026038,"Calidris ferruginea",c(144.565029, -38.026038),"#F39200"
117.522293,-34.919846,"Calidris ferruginea",c(117.522293, -34.919846),"#F39200"
144.58087,-37.99869,"Calidris ferruginea",c(144.58087, -37.99869),"#F39200"
144.566531,-38.024614,"Calidris ferruginea",c(144.566531, -38.024614),"#F39200"
144.506705,-38.045709,"Calidris ferruginea",c(144.506705, -38.045709),"#F39200"
153.180102,-27.444615,"Calidris ferruginea",c(153.180102, -27.444615),"#F39200"
153.180847,-27.445072,"Calidris ferruginea",c(153.180847, -27.445072),"#F39200"
144.570335,-38.019844,"Calidris ferruginea",c(144.570335, -38.019844),"#F39200"
144.514258,-38.0391,"Calidris ferruginea",c(144.514258, -38.0391),"#F39200"
144.568214,-38.021368,"Calidris ferruginea",c(144.568214, -38.021368),"#F39200"
144.568214,-38.021368,"Calidris ferruginea",c(144.568214, -38.021368),"#F39200"
142.100508,-34.1989,"Calidris ferruginea",c(142.100508, -34.1989),"#F39200"
153.064823,-27.292375,"Calidris ferruginea",c(153.064823, -27.292375),"#F39200"
153.168452,-27.407297,"Calidris ferruginea",c(153.168452, -27.407297),"#F39200"
153.099905,-27.339496,"Calidris ferruginea",c(153.099905, -27.339496),"#F39200"
153.099905,-27.339496,"Calidris ferruginea",c(153.099905, -27.339496),"#F39200"
153.099905,-27.339496,"Calidris ferruginea",c(153.099905, -27.339496),"#F39200"
152.880178,-25.605968,"Calidris ferruginea",c(152.880178, -25.605968),"#F39200"
152.880178,-25.605968,"Calidris ferruginea",c(152.880178, -25.605968),"#F39200"
115.391882,-31.156929,"Calidris ferruginea",c(115.391882, -31.156929),"#F39200"
117.414594,-34.895996,"Calidris ferruginea",c(117.414594, -34.895996),"#F39200"
139.160167,-35.332828,"Calidris ferruginea",c(139.160167, -35.332828),"#F39200"
153.181548,-27.44535,"Calidris ferruginea",c(153.181548, -27.44535),"#F39200"
144.571501,-38.019273,"Calidris ferruginea",c(144.571501, -38.019273),"#F39200"
144.571501,-38.019273,"Calidris ferruginea",c(144.571501, -38.019273),"#F39200"
144.561863,-38.008347,"Calidris ferruginea",c(144.561863, -38.008347),"#F39200"
153.178429,-27.447853,"Calidris ferruginea",c(153.178429, -27.447853),"#F39200"
151.7900222106,-32.8825399561,"Calidris ferruginea",c(151.7900222106, -32.8825399561),"#F39200"
144.5816442612,-38.0119863239,"Calidris ferruginea",c(144.5816442612, -38.0119863239),"#F39200"
144.5618631238,-38.0083465909,"Calidris ferruginea",c(144.5618631238, -38.0083465909),"#F39200"
152.8767914718,-25.6095476076,"Calidris ferruginea",c(152.8767914718, -25.6095476076),"#F39200"
152.8755473726,-25.6105159155,"Calidris ferruginea",c(152.8755473726, -25.6105159155),"#F39200"
142.1005080037,-34.1988997602,"Calidris ferruginea",c(142.1005080037, -34.1988997602),"#F39200"
134.1916613804,-32.9465069731,"Calidris ferruginea",c(134.1916613804, -32.9465069731),"#F39200"
144.5715013473,-38.019273102,"Calidris ferruginea",c(144.5715013473, -38.019273102),"#F39200"
144.5715013473,-38.019273102,"Calidris ferruginea",c(144.5715013473, -38.019273102),"#F39200"
153.1784286,-27.4478532,"Calidris ferruginea",c(153.1784286, -27.4478532),"#F39200"
145.7641983033,-16.905557053,"Calidris ferruginea",c(145.7641983033, -16.905557053),"#F39200"
153.1815483333,-27.44535,"Calidris ferruginea",c(153.1815483333, -27.44535),"#F39200"
145.7725353054,-16.9129599595,"Calidris ferruginea",c(145.7725353054, -16.9129599595),"#F39200"
145.772509897,-16.9129048053,"Calidris ferruginea",c(145.772509897, -16.9129048053),"#F39200"
139.1601667198,-35.3328283427,"Calidris ferruginea",c(139.1601667198, -35.3328283427),"#F39200"
151.703,-32.8406,"Calidris ferruginea",c(151.703, -32.8406),"#F39200"
153.184,-27.3757,"Calidris ferruginea",c(153.184, -27.3757),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
151.77,-32.868,"Calidris ferruginea",c(151.77, -32.868),"#F39200"
144.572,-38.0209,"Calidris ferruginea",c(144.572, -38.0209),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.194,-27.4546,"Calidris ferruginea",c(153.194, -27.4546),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
140.85889,-38.0443,"Calidris ferruginea",c(140.85889, -38.0443),"#F39200"
140.90115,-17.30533,"Calidris ferruginea",c(140.90115, -17.30533),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
144.591,-38.0052,"Calidris ferruginea",c(144.591, -38.0052),"#F39200"
153.153,-27.4136,"Calidris ferruginea",c(153.153, -27.4136),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
140.838,-17.4438,"Calidris ferruginea",c(140.838, -17.4438),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.518,-38.0381,"Calidris ferruginea",c(144.518, -38.0381),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
150.763,-34.9535,"Calidris ferruginea",c(150.763, -34.9535),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
152.395,-24.7711,"Calidris ferruginea",c(152.395, -24.7711),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.186,-27.4464,"Calidris ferruginea",c(153.186, -27.4464),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.601,-37.9936,"Calidris ferruginea",c(144.601, -37.9936),"#F39200"
145.2013,-38.3151,"Calidris ferruginea",c(145.2013, -38.3151),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
145.773,-16.9146,"Calidris ferruginea",c(145.773, -16.9146),"#F39200"
145.776,-16.9183,"Calidris ferruginea",c(145.776, -16.9183),"#F39200"
151.1316,-34.0222,"Calidris ferruginea",c(151.1316, -34.0222),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
137.536,-35.8224,"Calidris ferruginea",c(137.536, -35.8224),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
144.454,-38.2295,"Calidris ferruginea",c(144.454, -38.2295),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
140.85889,-38.0443,"Calidris ferruginea",c(140.85889, -38.0443),"#F39200"
144.508,-38.0449,"Calidris ferruginea",c(144.508, -38.0449),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
135.79659,-25.26256,"Calidris ferruginea",c(135.79659, -25.26256),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.776,-16.9183,"Calidris ferruginea",c(145.776, -16.9183),"#F39200"
153.143,-27.4387,"Calidris ferruginea",c(153.143, -27.4387),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.37606,-27.9234,"Calidris ferruginea",c(153.37606, -27.9234),"#F39200"
144.508,-38.0449,"Calidris ferruginea",c(144.508, -38.0449),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
151.79,-32.8834,"Calidris ferruginea",c(151.79, -32.8834),"#F39200"
151.79,-32.8834,"Calidris ferruginea",c(151.79, -32.8834),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
151.78447,-32.93175,"Calidris ferruginea",c(151.78447, -32.93175),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
151.78447,-32.93175,"Calidris ferruginea",c(151.78447, -32.93175),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
153.085,-27.3282,"Calidris ferruginea",c(153.085, -27.3282),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
142.219,-37.7561,"Calidris ferruginea",c(142.219, -37.7561),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
153.17611,-27.40667,"Calidris ferruginea",c(153.17611, -27.40667),"#F39200"
133.82516,-23.74745,"Calidris ferruginea",c(133.82516, -23.74745),"#F39200"
153.518,-28.8585,"Calidris ferruginea",c(153.518, -28.8585),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
149.764,-37.5712,"Calidris ferruginea",c(149.764, -37.5712),"#F39200"
144.5,-18.9333,"Calidris ferruginea",c(144.5, -18.9333),"#F39200"
150.763,-34.9535,"Calidris ferruginea",c(150.763, -34.9535),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
143.753,-35.5163,"Calidris ferruginea",c(143.753, -35.5163),"#F39200"
144.392,-38.2346,"Calidris ferruginea",c(144.392, -38.2346),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.506,-38.2676,"Calidris ferruginea",c(144.506, -38.2676),"#F39200"
151.18449,-33.94842,"Calidris ferruginea",c(151.18449, -33.94842),"#F39200"
150.773,-34.9466,"Calidris ferruginea",c(150.773, -34.9466),"#F39200"
150.763,-34.9535,"Calidris ferruginea",c(150.763, -34.9535),"#F39200"
153.184,-27.3757,"Calidris ferruginea",c(153.184, -27.3757),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.14273,-27.05674,"Calidris ferruginea",c(153.14273, -27.05674),"#F39200"
153.194,-27.4546,"Calidris ferruginea",c(153.194, -27.4546),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
143.905,-38.1799,"Calidris ferruginea",c(143.905, -38.1799),"#F39200"
153.17606,-27.36508,"Calidris ferruginea",c(153.17606, -27.36508),"#F39200"
153.062,-27.3159,"Calidris ferruginea",c(153.062, -27.3159),"#F39200"
151.78447,-32.93175,"Calidris ferruginea",c(151.78447, -32.93175),"#F39200"
153.109,-27.048,"Calidris ferruginea",c(153.109, -27.048),"#F39200"
133.857,-23.7356,"Calidris ferruginea",c(133.857, -23.7356),"#F39200"
153.184,-27.3757,"Calidris ferruginea",c(153.184, -27.3757),"#F39200"
144.804,-37.8795,"Calidris ferruginea",c(144.804, -37.8795),"#F39200"
152.476,-24.9268,"Calidris ferruginea",c(152.476, -24.9268),"#F39200"
151.79,-32.8834,"Calidris ferruginea",c(151.79, -32.8834),"#F39200"
153.062,-27.3159,"Calidris ferruginea",c(153.062, -27.3159),"#F39200"
152.874,-25.6094,"Calidris ferruginea",c(152.874, -25.6094),"#F39200"
130.90861,-12.36167,"Calidris ferruginea",c(130.90861, -12.36167),"#F39200"
153.37606,-27.9234,"Calidris ferruginea",c(153.37606, -27.9234),"#F39200"
147.682,-37.8793,"Calidris ferruginea",c(147.682, -37.8793),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
153.036,-27.1956,"Calidris ferruginea",c(153.036, -27.1956),"#F39200"
151.78447,-32.93175,"Calidris ferruginea",c(151.78447, -32.93175),"#F39200"
144.508,-38.0449,"Calidris ferruginea",c(144.508, -38.0449),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
152.395,-24.7711,"Calidris ferruginea",c(152.395, -24.7711),"#F39200"
149.94901,-36.7859,"Calidris ferruginea",c(149.94901, -36.7859),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.04511,-35.86267,"Calidris ferruginea",c(144.04511, -35.86267),"#F39200"
144.55,-38.012,"Calidris ferruginea",c(144.55, -38.012),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
151.79,-32.8834,"Calidris ferruginea",c(151.79, -32.8834),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
152.395,-24.7711,"Calidris ferruginea",c(152.395, -24.7711),"#F39200"
144.523,-38.0427,"Calidris ferruginea",c(144.523, -38.0427),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
151.78447,-32.93175,"Calidris ferruginea",c(151.78447, -32.93175),"#F39200"
144.391,-38.1581,"Calidris ferruginea",c(144.391, -38.1581),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
147.537,-42.7881,"Calidris ferruginea",c(147.537, -42.7881),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
151.78447,-32.93175,"Calidris ferruginea",c(151.78447, -32.93175),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
151.79,-32.8834,"Calidris ferruginea",c(151.79, -32.8834),"#F39200"
153.184,-27.3757,"Calidris ferruginea",c(153.184, -27.3757),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
138.443,-34.6475,"Calidris ferruginea",c(138.443, -34.6475),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.099,-27.035,"Calidris ferruginea",c(153.099, -27.035),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
153.09273,-27.34007,"Calidris ferruginea",c(153.09273, -27.34007),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
146.38,-33.3153,"Calidris ferruginea",c(146.38, -33.3153),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.806,-37.8656,"Calidris ferruginea",c(144.806, -37.8656),"#F39200"
144.567,-38.0261,"Calidris ferruginea",c(144.567, -38.0261),"#F39200"
153.053,-27.2415,"Calidris ferruginea",c(153.053, -27.2415),"#F39200"
144.55,-38.012,"Calidris ferruginea",c(144.55, -38.012),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
151.79,-32.8834,"Calidris ferruginea",c(151.79, -32.8834),"#F39200"
153.108,-27.0413,"Calidris ferruginea",c(153.108, -27.0413),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
153.12606,-26.8234,"Calidris ferruginea",c(153.12606, -26.8234),"#F39200"
150.08,-36.3699,"Calidris ferruginea",c(150.08, -36.3699),"#F39200"
147.537,-42.7881,"Calidris ferruginea",c(147.537, -42.7881),"#F39200"
153.18861,-27.44833,"Calidris ferruginea",c(153.18861, -27.44833),"#F39200"
144.798,-37.8833,"Calidris ferruginea",c(144.798, -37.8833),"#F39200"
144.508,-38.0449,"Calidris ferruginea",c(144.508, -38.0449),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.203,-27.4779,"Calidris ferruginea",c(153.203, -27.4779),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
152.395,-24.7711,"Calidris ferruginea",c(152.395, -24.7711),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.584,-28.8756,"Calidris ferruginea",c(153.584, -28.8756),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
145.8159,-38.6487,"Calidris ferruginea",c(145.8159, -38.6487),"#F39200"
145.4513,-38.2318,"Calidris ferruginea",c(145.4513, -38.2318),"#F39200"
145.774,-16.9166,"Calidris ferruginea",c(145.774, -16.9166),"#F39200"
151.79,-32.8834,"Calidris ferruginea",c(151.79, -32.8834),"#F39200"
153.184,-27.3757,"Calidris ferruginea",c(153.184, -27.3757),"#F39200"
153.09,-27.3348,"Calidris ferruginea",c(153.09, -27.3348),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
151.78447,-32.93175,"Calidris ferruginea",c(151.78447, -32.93175),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
150.763,-34.9535,"Calidris ferruginea",c(150.763, -34.9535),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.796,-37.8913,"Calidris ferruginea",c(144.796, -37.8913),"#F39200"
143.894,-38.1935,"Calidris ferruginea",c(143.894, -38.1935),"#F39200"
153.134,-27.0483,"Calidris ferruginea",c(153.134, -27.0483),"#F39200"
146.83472,-19.27222,"Calidris ferruginea",c(146.83472, -19.27222),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
153.083,-27.0833,"Calidris ferruginea",c(153.083, -27.0833),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
153.194,-27.4546,"Calidris ferruginea",c(153.194, -27.4546),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
145.53464,-38.36516,"Calidris ferruginea",c(145.53464, -38.36516),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
144.572,-38.0209,"Calidris ferruginea",c(144.572, -38.0209),"#F39200"
144.51799,-38.08183,"Calidris ferruginea",c(144.51799, -38.08183),"#F39200"
144.592,-37.9979,"Calidris ferruginea",c(144.592, -37.9979),"#F39200"
